Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year,Lyrics
1991,Color Me Badd,All 4 Love,3,1991-11-06,"I'm so glad you're my girl, I'll do anything for you
Call you every night and give you flowers too
I thank the Lord for you and think about you all the time
I ask Him everyday that you'll forever be mine

I wanna hold your hand to show you I'll be there
I like to do the things that let you know I care
I sing this lullaby 'cause, girl, you fill me full
I look into your eyes, you're so beautiful

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're together
Girl, I need you forever
And I want you to know I do it all for love

I will never leave you, sugar, this I guarantee
I look into the future, I see you and me
Knight in shining armor, I will be your fairy tale
I wanna take care of you, girl, I'll serve you well

I will be there for ya to catch you when you fall
I'll hold you in my arms, that's were you belong
I sing this lullaby 'cause, girl, you fill me full
I look into your eyes, you're so beautiful
Beautiful, yeah

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're together
Girl, I need you forever
And I want you to know I do it all 4 love

Yo, come here, sweetheart
I want you to know something, alright?
See, everyday in my life without you would be like a hundred years
The distance between us, an ocean of tears
See all the things I do for you are 4 love
Dig it

All 4 lovin' (All 4 love)
All 4 you (You, you, you)
All 4 lovin' you (You, you, you)

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're together (When we're together)
Girl, I need you forever
I want you to know I do it all 4 love
Oh girl, I think I love ya
I'm always thinkin' of ya
I want you to know I do it all 4 love
I love it when we're together
Girl, I need you forever
I want you to know I do it all 4 love
Oh girl, I think I love ya
I'm always thinkin' of ya
All 4 love
I love it when we're together
Girl, I need you forever"
1991,Damn Yankees,High Enough,3,1991-01-02,"I don't wanna hear about it anymore
It's a shame I've got to live without you anymore
There's a fire in my heart
A pounding in my brain
It's driving me crazy

We don't need to talk about it anymore
Yesterday's just a memory
Can we close the door
I just made one mistake
I didn't know what to say
When you called me baby

Don't say goodnight
Say you're gonna stay forever
Oh, whoa, all the way

Can you take me high enough
To fly me over (fly me over) yesterday
Can you take me high enough
It's never over
Yesterday's just a memory
(Yesterday's just a memory and)

I don't want to live without you anymore
Can't you see I'm in misery
And you know for sure
I would live and die for you
And I know just what to do when you call me baby

Don't say goodbye
Say you're gonna stay forever
Oh, whoa, all the way

Can you take me high enough
Can you fly me over (fly me over) yesterday
Can you take me high enough
It's never over
Yesterday's just a memory

I'm running
I was running for the door
The next thing I remember
I was running back for more, yeah, yeah yeah yeah

Don't say goodbye
Say you're gonna stay forever
Oh, whoa, all the way (all the way, all the way, yeah)

Can you take me high enough
Can you fly me over (fly me over) yesterday
Can you take me high enough
It's never over, whoa, whoa, whoa, whoa

Can you take me high enough
Won't you fly me over (won't you fly me over) yesterday
Can you take me high enough
It's never over, whoa, whoa, whoa, whoa"
1991,Styx,Show Me The Way,3,1991-01-02,"Every night I say a prayer
In the hopes that there's a Heaven
And every day I'm more confused
As the saints turn into sinners

All the heroes and legends
I knew as a child have fallen to idols of clay
And I feel this empty place inside
So afraid that I've lost my faith

Show me the way, show me the way
Take me tonight to the river
And wash my illusions away
Please show me the way

And as I slowly drift to sleep
For a moment dreams are sacred
I close my eyes and know there's peace
In a world so filled with hatred

Then I wake up each morning and turn on the news
To find we've so far to go
And I keep on hoping for a sign
So afraid I just won't know

Show me the way, show me the way
Bring me tonight to the mountain
And take my confusion away
And show me the way

And if I see a light, should I believe
Tell me how will I know

Show me the way, show me the way
Take me tonight to the river
And wash my illusions away
Show me the way, show me the way
Give me the strength and the courage
To believe that I'll get there someday
And please show me the way

Every night I say a prayer
In the hopes that there's a Heaven"
1991,Tara Kemp,Hold You Tight,3,1991-01-16,"Just wanna hold you tight
All day, all night
Just wanna hold you tight
Just wanna hold you tight
All day, all night
Just wanna hold you tight

I look at you
You look at me
And then we smile
Knowing what we're here for
The kiss that you give
Makes me want you more and more
We're having the time of our lives
And then you say that
I will always be the one
Someone right for your dreams at night
I wish we could be right here, right now, always
Touching and loving you so right

Just wanna hold you tight
All day, all night
Just wanna hold you tight
Just wanna hold you tight
All day, all night
Just wanna hold you tight

Seeing you here by my side
Words come out that I can't hide
You're an image of my dreams
I need you and you need me, too
As long as we keep holding on
I'll be there for you

Just wanna hold you tight
All day, all night
Just wanna hold you tight
Just wanna hold you tight
All day, all night
Just wanna hold you tight

Love
Your body
Your beauty
I want more
I want you to
Hold me, love me, squeeze me
I need you to
Touch me, please me, tease me
I want you to
Hold me, love me, squeeze me
I need you to
Touch me, please me, tease me, whoa-oh, oh

Just wanna hold you tight
All day, all night
Just wanna hold you tight (Ooh, whoa-oh)
Just wanna hold you tight
All day, all night
Just wanna hold you tight (Hold you tight)
Just wanna hold you tight
(Just wanna hold you tight)
All day, all night
Just wanna hold you tight
(Baby, please, on my knees)
Just wanna hold you tight
(Don't tease me)
All day, all night
Just wanna hold you tight
Just wanna hold you tight
All day, all night
Just wanna hold, just wanna hold you tight
Just wanna hold you tight
All day, all day
Just wanna hold you tight
Just wanna hold, just wanna hold you tight"
1991,Tracie Spencer,This House,3,1991-01-02,"Where do we go from here?
What must we do to make that change?
It's time to understand
Understand one another

In a world so cold
A place of disbelief
Where will the people go
Without enough to eat?
Let's not give up hope
We have to find a way
Search within our soul
To make a better day

This house is our house
Let's do it for the people
It's all in the hands of love
This house is their house
Let's give it back to the people
The people of the world today

I see hurt in their eyes
I hear the sounds of voices cry
It's time to open our eyes
Time to help one another



You, me
We can make the difference
And you know
No one
No one likes to be alone, yeah
We got to face it heart to heart
We have to make a brand new start
We got to change the tears to smiles
We have to go the extra mile
It's time we face reality
To give them hope and set them free
I think it's time we say goodbye
To all the homeless people's cry
We got to face it heart to heart
We have to make a brand new start
We got to change the tears to smiles
We have to go the exta mile
(You, me)
It's time we face reality
(We can make the difference)
Give them hope and set them free
I think it's time we say goodbye
To all the homeless people's cry
(And you know)

We've got to take the time
To search the mind to find
This house, our house
(It's all in the hands of love)
(I said it's all in the hands of love)

Let's do it
Let's do it for the people
This house
Let's give back to the people
The people of the world today
Do it for the people
This house
Give back to the people, yeah
It's all in the hands of love"
1991,C+C Music Factory,Things That Make You Go Hmmmm. . .,4,1991-07-17,"Things that make you go, hmm

I was at the crib, sittin' by the fireplace
Drinkin' cocoa on the bear skin rug
The door bell rang, who could it be?
Thought to myself then started to shrug
Got to the door, ding dong, ""Who is it?""
My girl's best friend had paid me a visit
Sly as can be tight dress and all
She knew that I was faithful, I really didn't have the gall
I tried to chill, she made the move
Now, I know my girlfriend wouldn't approve
I didn't realize my girl was settin' me up
Yo, my girlfriend didn't trust me, no
Yeah, but she lost control, I wouldn't take the bait
I said, ""Chill baby, baby chill baby, baby wait""
My girl bust in, caught us creatin' a boom
She said, ""Girlfriend?!""

Things that make you go, hmm
Things that make you go, hmm
Things that make you go, hmm, hey
Things that make you go, hmm, hmm, hmm
It's the things that make you go, oh, oh, oh

Here's how it started, just an example
Of how another brother can trample
Ruin your life, sleep with your wife
Watch your behind
There was a friend of mine named Jay
Would come over late at night and say, ""Hey
I'll watch the fight"", I thought it was all right
'Cause me and Jay we were really really tight
So damned close we had the same blood type
Months went by and my wife got big
We were havin' a child and I got another gig
So I let Jay move into the crib and chill
He had his own room and helped pay the bills
The time had come baby doll to conceive
It looked like Jay and I couldn't believe
Before my eyes in the delivery room

The things that make you go, hmm
Things that make you go, hmm
The things that make you go, hmm, hmm, hmm, hmm
The things that make you go, hmm
Things that make you go, hmm
It's the things that make you go, hmm, hmm, hmm
Robi-Rob, break it down

Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me, give it to me, give it to me
Give it to me, give it to me

Seventeen and I was havin' a ball
Eleventh grade and yo, I knew it all
I fell in love for the very first time
With this girl, she really blew my mind
Innocence and whole lotta class
Style  that could give you whiplash
She said, ""Hello,"" and my heartbeat stopped
She was the world and I was on top
Time went by, she filled my universe
We made love, she said I was the first
My boy kept tellin' me, ""Yo, I don't know
I think your girl's been playin' tic-tac-toe""
I'll ask my girl I know she only loves me
Wasn't I the one who took your virginity?
The look on her face read sorrow and gloom
She said, ""Yeah, why do you guys always ask that?""

Things that make you go, hmm
Things that make you go, hmm
It's the things that make you go, hmm, hmm, hmm
The things that make you go, hmm
Things that make you go, hmm
It's the things that make you go, hmm, hmm, hmm

Hey ladies, have you ever had a man
Go away for business, come back with a tan
Comes home late at night from work
You cooked him dinner, now you feel like a jerk
Sayin' he didn't have time to eat
And he's not even hungry, he wants to retreat
To the bedroom, he said his head hurts
You're only makin' love in radical spurts
Mysterious calls and the phone goes click
You say to yourself, ""I'm gonna hit him with a brick!""
Ain't no way he could be cheatin' on me
I wonder who bought him those B.V.D.'s
Dressed to a T to hang with the fellas
Out with the guys and I'm gettin' jealous
Comin' home late smellin' like perfume?

Things that make you go, hmm
Things that make you go, hmm
It's the things that make you go, ooh, oh, yeah
The things that make you go, hmm
Things that make you go, hmm
It's the things that make you go, ooh, ooh, ooh

Things that make you go, hmm
Hmm
It's the things that make you go, hmm, hmm, hmm, yeah
Things that make you go, hmm
Hmm
It's the things that make you go, hmm, hmm, hmm, yeah
Things that make you go, hmm, hmm, hmm
It's the things that make you go, hmm, hmm, hmm, yeah
Hmm
Things that make you go, hmm
It's the things that make you go, hmm
Things that make you go, hmm
It's the things that make you go, oh, oh, yeah
Things that make you go, hmm
Hmm
Things that make you go, hmm
Hmm, hmm, hmm
Things that make you go, hmm
Things that make you go, hmm"
1991,Celine Dion,Where Does My Heart Beat Now,4,1991-01-02,"So much to believe in, we were lost in time
Everything I needed I fell into your eyes
Always thought of keeping your heart next to mine
But now that seems so far away
Don't know how love could leave without a trace
Where do silent hearts go?

Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
Where do all the lonely hearts go?

Candle in the water, drifting helplessly
Hiding from the thunder, come and rescue me
Driven by the hunger of the endless dream
I'm searching for the hand that I can hold
I'm reaching for the arms that let me know
Where do silent hearts go?

Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
Where do all the lonely hearts go?
Where do all the lonely hearts go?


Then one touch overcomes the silence
Love still survives
Two hearts needing one another
Give me wings to fly

Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside

I need someone to give my heart to
Feel it getting stronger and stronger and stronger
And I feel inside
Hearts are made to last
'Til the end of time"
1991,D.J. Jazzy Jeff & The Fresh Prince,Summertime,4,1991-06-12,"Drums, please

Summer, summer, summertime
Time to sit back and unwind

Here it is the groove slightly transformed
Just a bit of a break from the norm
Just a little somethin' to break the monotony
Of all that hardcore dance that has gotten to be
A little bit out of control it's cool to dance
But what about the groove that soothes that moves romance
Give me a soft subtle mix
And if ain't broke then don't try to fix it
And think of the summers of the past
Adjust the bass and let the Alpine blast
Pop in my CD and let me run a rhyme
And put your car on cruise and lay back 'cause this is summertime

Summer, summer, summertime
Time to sit back and unwind

School is out and it's a sort of a buzz
But back then I didn't really know what it was
But now I see what have of this
The way that people respond to Summer Madness
The weather is hot and girls are dressin' less
And checkin' out the fellas to tell 'em who's best
Riding around in your Jeep or your Benzos
Or in your Nissan sittin' on Lorenzos
Back in Philly we be out in the park
A place called the Plateau is where everybody go
Guys out huntin' and girls doin' likewise
Honkin' at the honey in front of you with the light eyes
She turn around to see what you beepin' at
It's like the summer's a natural aphrodisiac
And with a pen and pad I compose this rhyme
To hip you and to get you equipped for the summertime

Summer, summer, summertime
Time to sit back and unwind

It's late in the day and I ain't been on the court yet
Hustle to the mall to get me a short set
Yeah, I got on sneaks but I need a new pair
'Cause basketball courts in the summer got girls there
The temperature's about 88
Hop in the water plug just for old times sake
Break to your crib change your clothes once more
'Cause you're invited to a barbecue that's startin' at 4
Sittin' with your friends 'cause y'all reminisce
About the days growin' up and the first person you kissed
And as I think back makes me wonder how
The smell from a grill could spark up nostalgia
All the kids playin' out front
Little boys messin' round with the girls playing double-dutch
While the DJ's spinnin' a tune as the old folks dance at your family reunion
Then six o'clock rolls around
You just finished wipin' your car down
It's time to cruise so you go to the summertime hangout, it looks like a car show
Everybody come lookin' real fine
Fresh from the barber shop or fly from the beauty salon
Every moment frontin' and maxin'
Chillin' in the car they spent all day waxin'
Leanin' to the side but you can't speed through
Two miles an hour so everybody sees you
There's an air of love and of happiness
And this is the Fresh Prince's new definition of summer madness

Summer, summer, summertime
Time to sit back and unwind"
1991,Divinyls,I Touch Myself,4,1991-03-06,"I love myself
I want you to love me
When I'm feelin' down
I want you above me
I search myself
I want you to find me
I forget myself
I want you to remind me

I don't want anybody else
When I think about you, I touch myself, ooh
I don't want anybody else
Oh no, oh no, oh no

You're the one who makes me come running
You're the sun who makes me shine
When you're around, I'm always laughing
I wanna make you mine

I close my eyes
And see you before me
Think I would die
If you were to ignore me
A fool could see
Just how much I adore you
I get down on my knees
I'd do anything for you

I don't want anybody else
When I think about you, I touch myself, oh-oh
I don't want anybody else
Oh no, oh no, oh no, yeah


I love myself
I want you to love me
When I'm feelin' down
I want you above me
I search myself
I want you to find me
I forget myself
I want you to remind me

I don't want anybody else
When I think about you, I touch myself, oh-oh
I don't want anybody else
Oh no, oh no, oh no

I want you
I don't want anybody else
And when I think about you, I touch myself
Ooh, ooh, ooh, ahh

I don't want anybody else
When I think about you, I touch myself, oh-oh
I don't want anybody else
When I think about you, I touch myself
I touch myself (I don't want)
I touch myself (Anybody else)
I touch myself (When I think about you)
I touch myself (I touch myself)
I touch myself (I don't want)
I touch myself (Anybody else)
I touch myself (When I think about you)
I honestly do (I touch myself)
I touch myself (I don't want)
I touch myself (Anybody else)
I touch myself (When I think about you)
I honestly do (I touch myself)
I touch myself

I touch myself
I touch myself"
1991,Extreme,Hole Hearted,4,1991-07-31,"Oooh yeah wooh!
Hey, hey, hey, hey, hey, yeah

Life´s ambition occupy my time
Priorities confuse the mind
Happiness one step behind
This inner peace I've yet to find

Rivers flow into the sea
Yet even the sea is not so full of me
If I´m not blind why can't I see
That a circle can´t fit where a square should be?

There´s a hole in my heart
That can only be filled by you
And this hole in my heart
Can´t be filled with the things I do
Hole hearted
Hole hearted

This heart of stone is where I hide
These feet of clay keep warm inside
Day by day less satisfied
Not fade away before I die

Rivers flow into the sea
Yet even the sea is not so full of me
If I´m not blind why can´t I see
Ooh, that a circle can´t fit where a square should be?

There´s a hole in my heart
That can only be filled by you
And this hole in my heart
Can´t be filled with the things I do

There´s a hole in my heart
That can only be filled by you
Should have known from the start
I´d fall short with the things I do
Hole hearted,  hole hearted
Hole hearted,  hole hearted

Hole hearted,  hole hearted
Yeah
Yee haw!"
1991,Jesus Jones,Real Real Real,4,1991-08-21,"I think I know what you mean
And although it sounds obscene
I will always do my best to understand
You have so many words
And your voice is always heard
But who can say they really understand?
Real, real, real
Do you feel real?
And if so I'd like to know
How to feel real real
Do you feel real?
And if so I'd like to know
Well you say you have a big love
And it really sounds like fun
If I knew what it was
Then I'm sure I'd like to have one
Give me a sign that you
Feel some emotion
Real, real, real
Do you feel real?
And if so I'd like to know
How to feel real real
Do you feel real?
And if so I'd like to know
Say what you like you know that no-one
Really minds
And if there's nothing to say, then
Why don't we all go away?
Do you real-
Do you real-
Do you really feel real?
Real, real, real
Do you feel real?
And if so I'd like to know
How to feel real real
Do you feel real?
And if so I'd like to know
But if there's nothing to say, then
Why don't we all go away?
Real, real, real
Do you feel real?
And if so I'd like to know
How to feel real real
Do you feel real?
And if so I'd like to know
Do you real-
Do you real-
Do you really feel real?"
1991,Luther Vandross,Power Of Love/Love Power,4,1991-04-24,"When I say goodbye it is never for long
'Cause I know our love still lives on
It will be again exactly like it was
'Cause I believe in the power of love

When you're close I can feel the power
When it's love I can always tell
Love for me is the best thing now
It's something that I know so well

Hold me closer and every minute
Of every hour, feel the power of love, yeah
Hold me tighter and take me higher
And feel the fire of the power of love

Did you know that your feelings show
You thought your love was locked up inside
But when your senses start to overload
Love is something you should never hide

You've got to believe in love
It's a feeling that's next to none
Can't stop until we are one
With the power of love
Tell everyone to try
I promise you'll reach the sky
One thing that we can't deny
Is the power of love

So close your eyes and you can feel it
Coming straight from above, it's the power of love
You can't deny it, so don't even try it
Let the feeling sweep you off your feet

You've got to believe in love
It's a feeling that's next to none
Can't stop until we are one
With the power of love
Tell everyone you see
How much better the world could be
For them and for you, for me
With the power of love

Ooh, ooh, ooh
My-my-my-my-my-my
You've got to feel the power
Yeah, yeah

So listen up, and you will hear it
A symphony from above, it's the power of love
So glad we've found it, now there's no way around it
Just let the feeling sweep you off your feet

You've got to believe in love
It's a feeling that's next to none
Can't stop until we are one
With the power of love
Tell everyone to try
I promise you'll reach the sky
One thing that you can't deny
Is the power of love

When we walk down the street
We don't care who we see or who we meet
Don't need to run, don't need to hide
'Cause we've got something burning inside, yeah
We've got love, love power
It's the greatest power of them all, doo-ooh-ooh
We've got love, love power
And together, we can't fall, sing it with me
We've got love (Love) power (Power)
It's the greatest power of them all
Oh, we've got love (Love) and all of the power (Power)
And together we can't fall, and all the good
(We've got love) Ooh, we've got love (Power), yes, we do
(It's the greatest power of them all, hey hey)
(We've got love) Love-love-love (Power)
(And together, we can't fall) We'll never fall if we've got
(We've got love) If we've got love (And all of the power)
(It's the greatest power of them all, hey hey)
(We've got love) Tell the world we got love (Power) tell the people about it
(And together, we can't fall) And it's all because we've got
We've got love (Love) power (Power)
Oh, it's the greatest power of them all, and if you believe me
We've got more love (Love) more of the power (Power)
And together we can't fall, I know, can't fall
We can't fall (Love) when there's a love power (Power)
'Cause it's the greatest power of them all"
1991,Michael Bolton,Love Is A Wonderful Thing,4,1991-04-17,"Birds fly, they don't think twice
They simply spread their wings
The sun shines, it don't ask why
Or what the whole thing means
The same applies to you and I
We never question that
So good, it's just understood
Ain't no conjecture
Just a matter of fact

Love is a wonderful thing
Make ya smile through the pouring rain
Love is a wonderful thing
I'll say it again and again
Turn your world into one sweet dream
Take your heart and make it sing
Love, love is a wonderful thing

The only thing a river knows
Is runnin' to the sea
And every spring when a flower grows
It happens naturally
The same magic when you're in my arms
No logic can define
Don't know why, just feels so right
I only know it happens every time

Love is a wonderful thing
Make ya smile through the pouring rain
Love is a wonderful thing
I'll say it again and again
Turn your world into one sweet dream
Take your heart and make it sing
Love, love is a wonderful thing

Oh, when the cold wind blows
I know you're gonna be there to warm me
That's what keeps me goin'
And our sweet love will keep on growin'


Love is a wonderful thing
Make ya smile through the pouring rain
Love is a wonderful thing
I'll say it again and again
Turn your world into one sweet dream
Take your heart and make it sing
Love, love is a wonderful thing

Love is a wonderful, wonderful thing
Love is a wonderful, wonderful thing
It's what makes honey taste sweet
It's what makes your life complete"
1991,R.E.M.,Losing My Religion,4,1991-04-03,"Oh, life, it's bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losin' my religion
Tryin' to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper
Of every waking hour
I'm choosin' my confessions
Tryin' to keep an eye on you
Like a hurt, lost, and blinded fool, fool
Oh no, I've said too much
I set it up

Consider this
Consider this, the hint of the century
Consider this, the slip
That brought me to my knees, failed
What if all these fantasies come
Flailing around?
Now, I've said too much

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight
Losin' my religion
Tryin' to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, why try?
That was just a dream
Just a dream
Just a dream, dream"
1991,Ralph Tresvant,Sensitivity,4,1991-01-02,"Listen baby, don't even waste your tears on that insensitive man
There's better things for you
I mean, what you really need is someone who cares
Someone that's gonna be there for you
Someone like me, baby
Someone with sensitivity (Hoo)
You understand?
Can you feel it? Hey
Ooh, na, na, na, na
Girl, I know it's been hard since he went away
And left you so sad, you cry every day
Let me kiss your tears, erase all your doubts
'Cause for you I'm here, you won't be without love
(Listen, baby)
Don't need a man that'll give you money (No)
Come on let me show you just what you need, honey
(I got what you need)
Don't need a man that'll treat you funny
You need a man with sensitivity, a man like me
Someone who can love you
Someone who will need you
Someone who will treat you right, like me girl
Someone you can hold at night
Someone stable in your life (Ah baby)
You need a man with sensitivity, a man like me
Baby, honey
Baby, and I'm the man
Ah, you know, you know, honey, like I do, baby
Hang in there
Hang on in there, baby, hoo
You need a man with sensitivity, a man like me
You see, you need someone who's there like a gentleman
If anybody can fit the description, baby, I can
Someone who cares and dares to give himself completely
You got it in me, you need a man with sensitivity
You need a man, not any man
Warm and sensitive, that's what I can give
You need a man, not any man
Warm and sensitive, that's what I can give
You need a man, not any man (I'm a gentleman)
Warm and sensitive, that's what I can give
Man (Man) with (Man) sensitivity (Man, yeah, baby)
A man like me
Don't need a man that'll give you money
(Don't need a man, hoo)
Come on let me show you just what you need, honey
(Oh, I got what you need, baby)
Don't need a man that'll treat you funny
(I'm a gentleman at heart)
You need a man with sensitivity, a man like me
Save a little love for me (Save it, baby) sensitivity
Baby, got what you need (I got it) sensitivity
Save a little love for me (Save your love for me, yeah)
Sensitivity
Man with (Hold on) sensitivity (Hold on, baby)
A man like me (Hoo)
Hold on, my darling
(Hang on in there, baby; everything gon' be alright)
Don't let me down
(I'll erase all your doubts)
Hold on, my darling
(I'm here for you, baby, no matter what)
Man with (Smooth) sensitivity (Silky, silky), a man like me
Don't need a man that'll give you money
Don't need a man that'll (Nah, oh sugar, no)
Don't need a man that'll treat you funny
Don't need a man that'll (Ah, sugar, no)
Don't need a man that'll give you money
Don't need a man that'll (Gentleman)
Ah, sugar, no, no, no, no"
1991,Scorpions,Wind Of Change,4,1991-05-29,"(*Whistling*)

I follow the Moskva
Down to Gorky Park
Listening to the wind of change
An August summer night
Soldiers passing by
Listening to the wind of change
(*Whistling*)

The world is closing in
And did you ever think
That we could be so close, like brothers?
The future's in the air
I can feel it everywhere
Blowing with the wind of change

Take me to the magic of the moment
On a glory night
Where the children of tomorrow dream away (
Dream away
)
In the wind of change
Mmm

Walking down the street
And distant memories
Are buried in the past forever
I follow the Moskva
And down to Gorky Park
Listening to the wind of change

Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow share their dreams (
Share their dreams
)
With you and me (With you and me)
Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow dream away (
Dream away
)
In the wind of change (The wind of change)

The wind of change
Blows straight into the face of time
Like a storm wind that will ring the freedom bell
For peace of mind
Let your balalaika sing
What my guitar wants to say (Say)


Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow share their dreams (
Share their dreams
)
With you and me (With you and me)
Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow dream away (
Dream away
)
In the wind of change (The wind of change)

(*Whistling*)"
1991,Vanilla Ice,Play That Funky Music,4,1991-01-02,"Yo, Vanilla. Kick it one time, boy!
Play that funky music
Play that funky music, white boy
Play that funky music
Play that funky music, white boy
I'm back and I'm ringin' the bell
A rockin' on the mike while the fly girls yell
In ecstasy in the back of me
Well that's my DJ D-Shay cuttin' all them Z's
Hittin' hard and the girlies goin' crazy
Vanilla's on the mike, man I'm not lazy
I'm lettin' my drug kick in
It controls my mouth and I begin
To just let it flow, let my concepts go
My posse's to the side yellin', Go Vanilla Go!
Smooth cause that's the way I will be
And if you don't give a damn, then
Why you starin' at me
So get off cause I control the stage
There's no dissin' allowed
I'm in my own phase
The girlies say they love me and that is ok
And I can dance better than any Kid 'N Play
Play that funky music Come on Come on
Play that funky music, white boy I can't hear you, say it
Play that funky music say it, say it, say
Play that funky music, white boy it, come on
Yea, a little bit louder
Now come on, come on
Stage 2—Yea the one ya' wanna listen to
It's off my head so let the beat play through
So I can funk it up and make it sound good
1-2-3 Yo—Knock on some wood
For good luck, I like my rhymes atrocious
Supercalafragilisticexpialidocious
I'm an effect and that you can bet
I can take a fly girl and make her wet
I'm like Samson—Samson to Delilah
There's no denyin', You can try to hang
But you'll keep tryin' to get my style
Over and over, practice makes perfect
But not if you're a loafer
You'll get nowhere, no place, no time, no girls
Soon—Oh my God, homebody, you probably eat
Spaghetti with a spoon! Come on and say it!
Play that funky music
Play that funky music, white boy
Play that funky music Come on Come on
Play that funky music white boy Let's do it
VIP. Vanilla Ice yep, yep, I'm comin' hard like a rhino
Intoxicating so you stagger like a wino
So punks stop trying and girl stop cryin'
Vanilla Ice is sellin' and you people are buyin'
Cause why the freaks are jockin' like Crazy Glue
Movin' and groovin' trying to sing along
All through the ghetto groovin' this here song
Now you're amazed by the VIP posse
Steppin' so hard like a German Nazi
Startled by the bases hittin' ground
There's no trippin' on mine, I'm just gettin' down
Sparkamatic, I'm hangin' tight like a fanatic
You trapped me once and I thought that
You might have it
So step down and lend me your ear
'89 is my time! Yo, '90 is my year
Play that funky music
Play that funky music, white boy
Play that funky music Come on, Come on, I
Play that funky music white boy can't hear you
You're weakenin' fast, YO! and I can tell it
Your body's gettin' hot, so, so I can smell it
So don't be mad and don't be sad
Cause the lyrics belong to ICE, You can call me Dad
You're pitchin' a fit, so step back and endure
Let the witch doctor, Ice, do the dance to cure
So come up close and don't be square
You wanna battle me—Anytime, anywhere
You thought that I was weak, Boy, you're dead wrong
So come on, everybody and sing this song
Say—Play that funky music Say, go white boy, go white boy go
Play that funky music Go white boy, go white boy, go
Lay down and boogie and play that funky music till you die
Play that funky music Come on, Come on, let me hear
Play that funky music white boy you say it, say it
Play that funky music A little louder now
Play that funky music, white boy Come on, Come on, Come on
Play that funky music"
1991,Bonnie Raitt,Something To Talk About,5,1991-07-17,"People are talkin', talkin' 'bout people
I hear them whisper (Uh-huh), you won't believe it
They think we're lovers (Mm-hmm), kept under cover
I just ignore it, but they keep sayin' we
Laugh just a little too loud (A little too loud)
Stand just a little too close (Too close)
We stare just a little too long
Maybe they're seein' somethin' we don't, darlin'

Let's give 'em somethin' to talk about (Somethin' to talk about)
Let's give 'em somethin' to talk about (Somethin' to talk about)
Let's give 'em somethin' to talk about
How about love?

I feel so foolish (Uh-huh), I never noticed
You act so nervous (Uh-huh), could you be fallin' for me?
It took the rumor (Mm-hmm) to make me wonder
Now I'm convinced that I'm goin' under
Thinkin' 'bout you every day (Every day)
Dreamin' 'bout you every night (Every night)
I'm hopin' that you feel the same way
Now that we know it, let's really show it, darlin'

Let's give 'em somethin' to talk about (Somethin' to talk about)
A little mystery to figure out (Somethin' to talk about)
Let's give 'em somethin' to talk about
How about love, love, love?


Let's give 'em somethin' to talk about, babe
A little mystery to figure out
Let's give 'em somethin' to talk about
How about love? (Love, love, love, love)

Ooh, listen to 'em, baby (Somethin' to talk about)
A little mystery won't hurt 'em (Somethin' to talk about)
Let's give 'em somethin' to talk about
How about our love, love, love, love?
Woo-hoo
Mm-hmm, hey
Oh-oh, oh, hoo-hoo
How about love, love, love, love?
How about they talk about it?
Talk about love"
